start,end,n_points,peak_score
2012-03-12 01:06:00,2012-03-12 01:06:00,1,0.24343479
2012-04-13 07:24:30,2012-04-13 07:24:30,1,0.21510795
2012-04-15 01:41:00,2012-04-15 01:41:00,1,0.25639975
2012-04-15 18:06:30,2012-04-15 18:06:30,1,0.22604395
2012-04-15 18:58:30,2012-04-15 18:58:30,1,0.23851952
2012-04-18 04:54:30,2012-04-18 04:54:30,1,0.22019431
2012-04-19 01:06:30,2012-04-19 01:06:30,1,0.23702343
2012-04-19 02:53:00,2012-04-19 02:53:00,1,0.24287961
2012-04-19 04:42:00,2012-04-19 04:42:00,1,0.2163291
2012-04-20 02:33:00,2012-04-20 02:33:00,1,0.2165046
2012-04-20 15:10:30,2012-04-20 15:10:30,1,0.21528019
2012-04-22 04:22:30,2012-04-22 04:22:30,1,0.27623948
2012-04-22 12:17:00,2012-04-22 12:17:00,1,0.22571597
2012-04-24 13:53:00,2012-04-24 13:53:00,1,0.22011214
2012-04-24 17:14:30,2012-04-24 17:14:30,1,0.22470874
2012-04-25 00:51:30,2012-04-25 00:51:30,1,0.2481356
2012-04-12 11:22:00,2012-04-12 11:22:00,1,0.23180601
2012-03-12 02:06:30,2012-03-12 02:06:30,1,0.23317255
2012-03-13 00:30:30,2012-03-13 00:30:30,1,0.2732292
2012-03-14 06:52:30,2012-03-14 06:52:30,1,0.22100294
2012-03-14 17:56:00,2012-03-14 17:56:00,1,0.262298
2012-03-16 01:10:30,2012-03-16 01:10:30,1,0.21833962
2012-03-16 21:46:30,2012-03-16 21:46:30,1,0.24640688
2012-03-17 07:22:00,2012-03-17 07:22:00,1,0.23136275
2012-03-18 21:37:00,2012-03-18 21:37:00,1,0.2172697
2012-03-20 13:45:30,2012-03-20 13:45:30,1,0.21626623
2012-03-21 02:09:00,2012-03-21 02:09:00,1,0.25188258
2012-03-22 22:28:00,2012-03-22 22:28:00,1,0.2274656
2012-03-23 06:25:00,2012-03-23 06:25:00,1,0.2231673
2012-03-24 08:46:30,2012-03-24 08:46:30,1,0.27559918
2012-03-25 03:58:30,2012-03-25 03:58:30,1,0.2604448
2012-03-25 14:33:00,2012-03-25 14:33:00,1,0.24090903
2012-04-04 03:38:00,2012-04-04 03:38:00,1,0.22714633
2012-03-28 04:26:00,2012-03-28 04:26:00,1,0.22243826
2012-03-28 06:14:30,2012-03-28 06:14:30,1,0.21920039
2012-03-28 12:30:30,2012-03-28 12:30:30,1,0.25544083
2012-03-28 13:13:30,2012-03-28 13:13:30,1,0.24324924
2012-03-28 16:46:30,2012-03-28 16:46:30,1,0.23332211
2012-03-28 17:21:00,2012-03-28 17:21:00,1,0.22541101
2012-03-29 07:56:00,2012-03-29 07:56:00,1,0.23233278
2012-03-29 20:22:30,2012-03-29 20:22:30,1,0.28532803
2012-03-30 01:45:30,2012-03-30 01:45:30,1,0.22776076
2012-03-30 11:47:00,2012-03-30 11:47:00,1,0.22147101
2012-04-01 16:18:00,2012-04-01 16:18:00,1,0.25224245
2012-04-02 13:37:30,2012-04-02 13:37:30,1,0.21344943
2012-04-02 20:46:30,2012-04-02 20:46:30,1,0.21543469
2012-04-03 14:04:00,2012-04-03 14:04:00,1,0.22083057
2012-04-03 20:33:00,2012-04-03 20:33:00,1,0.22757003
2012-03-28 00:35:00,2012-03-28 00:35:00,1,0.30222294
2011-11-12 05:47:30,2011-11-12 05:47:30,1,0.21616569
2011-11-12 10:41:30,2011-11-12 10:41:30,1,0.23926367
2011-11-12 22:28:00,2011-11-12 22:28:00,1,0.2423557
2011-11-12 22:41:00,2011-11-12 22:41:00,1,0.2205783
2011-11-13 17:18:30,2011-11-13 17:18:30,1,0.21237293
2011-11-14 02:01:00,2011-11-14 02:01:00,1,0.2261843
2011-11-14 21:49:00,2011-11-14 21:49:00,1,0.24404804
2011-11-19 21:56:30,2011-11-19 21:56:30,1,0.21400584
2011-11-21 17:08:00,2011-11-21 17:08:00,1,0.21601897
2011-12-04 04:54:30,2011-12-04 04:54:30,1,0.2125788
2011-12-04 15:29:00,2011-12-04 15:29:00,1,0.22471237
2011-12-04 19:25:00,2011-12-04 19:25:00,1,0.2116095
2011-12-05 00:42:00,2011-12-05 00:42:00,1,0.21314672
2011-12-05 13:32:30,2011-12-05 13:32:30,1,0.22335404
2012-02-03 07:26:30,2012-02-03 07:26:30,1,0.21837968
2011-12-07 10:27:30,2011-12-07 10:27:30,1,0.2341924
2011-12-07 14:06:30,2011-12-07 14:06:30,1,0.32670113
2011-12-09 19:21:00,2011-12-09 19:21:00,1,0.21359544
2011-12-10 03:56:30,2011-12-10 03:56:30,1,0.21722232
2011-12-12 03:40:00,2011-12-12 03:40:00,1,0.21969634
2011-12-13 09:54:30,2011-12-13 09:54:30,1,0.21259579
2011-12-13 16:33:30,2011-12-13 16:33:30,1,0.25566188
2011-12-14 01:26:30,2011-12-14 01:26:30,1,0.22039032
2011-12-14 13:53:30,2011-12-14 13:53:30,1,0.23626001
2011-12-15 13:21:00,2011-12-15 13:21:00,1,0.27468592
2011-12-15 19:07:30,2011-12-15 19:07:30,1,0.24247962
2011-12-15 21:25:00,2011-12-15 21:25:00,1,0.22106989
2011-12-16 05:45:00,2011-12-16 05:45:00,1,0.21379103
2011-12-17 05:50:30,2011-12-17 05:50:30,1,0.22297513
2011-12-17 11:42:30,2011-12-17 11:42:30,1,0.21492971
2011-12-06 12:30:00,2011-12-06 12:30:00,1,0.23370384
2011-10-17 01:26:30,2011-10-17 01:26:30,1,0.2518212
2011-10-18 02:36:30,2011-10-18 02:36:30,1,0.27631533
2011-10-18 11:02:30,2011-10-18 11:02:30,1,0.25403753
2011-10-18 11:38:30,2011-10-18 11:38:30,1,0.21558732
2011-10-19 11:55:30,2011-10-19 11:55:30,1,0.22372738
2011-10-20 19:38:30,2011-10-20 19:38:30,1,0.23352167
2011-10-21 21:02:00,2011-10-21 21:02:00,1,0.2264274
2011-10-22 10:46:30,2011-10-22 10:46:30,1,0.21507077
2011-10-23 00:10:30,2011-10-23 00:10:30,1,0.21719047
2011-10-24 05:02:30,2011-10-24 05:02:30,1,0.30650073
2011-10-24 11:10:30,2011-10-24 11:10:30,1,0.21777524
2011-10-24 16:14:30,2011-10-24 16:14:30,1,0.21322693
2011-10-25 17:13:30,2011-10-25 17:13:30,1,0.21605934
2011-10-28 12:18:00,2011-10-28 12:18:00,1,0.21297169
2011-11-11 20:49:00,2011-11-11 20:49:00,1,0.32794088
2011-10-30 18:30:30,2011-10-30 18:30:30,1,0.23419933
2011-10-31 18:11:30,2011-10-31 18:11:30,1,0.2175129
2011-11-01 09:10:30,2011-11-01 09:10:30,1,0.24321933
2011-11-01 18:25:00,2011-11-01 18:25:00,1,0.24220757
2011-11-01 20:46:30,2011-11-01 20:46:30,1,0.22548144
2011-11-02 01:05:00,2011-11-02 01:05:00,1,0.23715474
2011-11-02 04:43:30,2011-11-02 04:43:30,1,0.21349753
2011-11-04 01:50:30,2011-11-04 01:50:30,1,0.2394868
2011-11-04 13:53:00,2011-11-04 13:53:00,1,0.24488075
2011-11-05 23:58:30,2011-11-05 23:58:30,1,0.25835165
2011-11-07 00:10:00,2011-11-07 00:10:00,1,0.22126241
2011-11-08 19:29:30,2011-11-08 19:29:30,1,0.21575902
2011-11-08 23:41:00,2011-11-08 23:41:00,1,0.2551063
2011-11-11 03:14:30,2011-11-11 03:14:30,1,0.24835464
2011-11-11 18:01:30,2011-11-11 18:01:30,1,0.2279503
2011-10-30 03:55:30,2011-10-30 03:55:30,1,0.24578457
2012-01-10 08:10:30,2012-01-10 08:10:30,1,0.21547064
2012-01-11 04:28:30,2012-01-11 04:28:30,1,0.23338436
2012-01-11 06:36:00,2012-01-11 06:36:00,1,0.23922458
2012-01-11 15:54:00,2012-01-11 15:54:00,1,0.21259594
2012-01-11 21:29:00,2012-01-11 21:29:00,1,0.22587845
2012-01-12 16:14:00,2012-01-12 16:14:00,1,0.21743047
2012-01-13 16:38:30,2012-01-13 16:38:30,1,0.23616248
2012-01-14 02:49:00,2012-01-14 02:49:00,1,0.22227809
2012-01-15 01:10:30,2012-01-15 01:10:30,1,0.22218439
2012-01-15 17:31:00,2012-01-15 17:31:00,1,0.2425707
2012-01-15 23:40:30,2012-01-15 23:40:30,1,0.2501826
2012-01-18 02:34:30,2012-01-18 02:34:30,1,0.21393897
2012-01-18 03:47:00,2012-01-18 03:47:00,1,0.21525721
2012-01-19 14:17:00,2012-01-19 14:17:00,1,0.25165668
2011-12-18 18:59:00,2011-12-18 18:59:00,1,0.2175349
2012-01-22 21:50:30,2012-01-22 21:50:30,1,0.25680575
2012-01-26 13:32:30,2012-01-26 13:32:30,1,0.22600242
2012-01-27 20:30:30,2012-01-27 20:30:30,1,0.21746536
2012-01-27 22:22:30,2012-01-27 22:22:30,1,0.24082084
2012-01-28 08:22:30,2012-01-28 08:22:30,1,0.24623013
2012-01-28 09:40:00,2012-01-28 09:40:00,1,0.21716344
2012-01-28 11:26:30,2012-01-28 11:26:30,1,0.22890803
2012-01-28 19:02:30,2012-01-28 19:02:30,1,0.2838684
2012-01-28 22:10:30,2012-01-28 22:10:30,1,0.21441592
2012-01-29 02:14:30,2012-01-29 02:14:30,1,0.23520663
2012-01-29 14:20:30,2012-01-29 14:20:30,1,0.24195704
2012-01-31 22:59:30,2012-01-31 22:59:30,1,0.22757027
2012-02-01 01:33:00,2012-02-01 01:33:00,1,0.21354008
2012-02-02 07:05:00,2012-02-02 07:05:00,1,0.22321308
2012-02-02 08:49:30,2012-02-02 08:49:30,1,0.21343888
2012-01-21 02:09:30,2012-01-21 02:09:30,1,0.2142843
2011-12-18 23:53:00,2011-12-18 23:53:00,1,0.23970625
2011-12-20 04:22:30,2011-12-20 04:22:30,1,0.21413572
2011-12-21 12:10:00,2011-12-21 12:10:00,1,0.21301295
2011-12-21 13:29:00,2011-12-21 13:29:00,1,0.2765725
2011-12-21 22:22:30,2011-12-21 22:22:30,1,0.22822131
2011-12-22 04:54:00,2011-12-22 04:54:00,1,0.2151764
2011-12-22 08:17:00,2011-12-22 08:17:00,1,0.2588982
2011-12-23 19:21:00,2011-12-23 19:21:00,1,0.25582048
2011-12-25 11:14:00,2011-12-25 11:14:00,1,0.21784343
2011-12-25 16:03:30,2011-12-25 16:03:30,1,0.22652769
2011-12-27 18:57:00,2011-12-27 18:57:00,1,0.23404548
2011-12-28 04:01:00,2011-12-28 04:01:00,1,0.47487414
2011-12-28 04:03:30,2011-12-28 04:03:30,1,2.4392917
2011-12-28 04:05:00,2011-12-28 04:05:00,1,0.25744715
2011-12-28 14:09:00,2011-12-28 14:09:00,1,0.21201806
2012-01-08 14:22:30,2012-01-08 14:22:30,1,0.2152863
2011-12-30 13:10:30,2011-12-30 13:10:30,1,0.22152522
2011-12-31 03:10:30,2011-12-31 03:10:30,1,0.22543669
2011-12-31 03:42:30,2011-12-31 03:42:30,1,0.21765466
2012-01-02 04:30:30,2012-01-02 04:30:30,1,0.25662765
2012-01-02 14:30:30,2012-01-02 14:30:30,1,0.2412268
2012-01-02 23:40:30,2012-01-02 23:40:30,1,0.22819647
2012-01-03 15:05:30,2012-01-03 15:05:30,1,0.21627487
2012-01-04 12:21:00,2012-01-04 12:21:00,1,0.2216013
2012-01-04 22:06:30,2012-01-04 22:06:30,1,0.21630834
2012-01-07 01:13:00,2012-01-07 01:13:00,1,0.22980961
2012-01-07 03:36:30,2012-01-07 03:36:30,1,0.26150024
2012-01-07 03:38:00,2012-01-07 03:38:00,1,0.23313941
2012-01-07 03:42:00,2012-01-07 03:42:00,1,0.86239547
2012-01-07 17:26:30,2012-01-07 17:26:30,1,0.27463636
2012-01-07 22:01:00,2012-01-07 22:01:00,1,0.24110448
2011-12-29 21:53:00,2011-12-29 21:53:00,1,0.21335657
2013-08-30 16:46:30,2013-08-30 16:46:30,1,0.23526609
2013-08-31 14:03:30,2013-08-31 14:03:30,1,0.23744759
2013-08-31 15:48:00,2013-08-31 15:48:00,1,0.23315766
2013-08-31 16:04:30,2013-08-31 16:04:30,1,0.23981428
2013-08-31 16:46:30,2013-08-31 16:46:30,1,0.22136034
2013-08-31 18:14:30,2013-08-31 18:14:30,1,0.2389416
2013-08-31 23:00:30,2013-08-31 23:00:30,1,0.22752489
2013-09-01 07:43:00,2013-09-01 07:43:00,1,0.21349686
2013-09-01 15:25:00,2013-09-01 15:25:00,1,0.24707676
2013-09-02 01:09:00,2013-09-02 01:09:00,1,0.22609061
2013-09-03 06:41:30,2013-09-03 06:41:30,1,0.22610022
2013-09-03 07:29:00,2013-09-03 07:29:00,1,0.22426514
2013-09-03 13:18:30,2013-09-03 13:18:30,1,0.21660016
2013-09-03 19:00:30,2013-09-03 19:00:30,1,0.28727853
2013-09-04 10:54:30,2013-09-04 10:54:30,1,0.25483856
2012-11-16 15:09:00,2012-11-16 15:09:00,1,0.21956584
2013-09-05 00:01:30,2013-09-05 00:01:30,1,0.23069824
2013-09-05 00:11:00,2013-09-05 00:11:00,1,0.21297292
2013-09-05 18:32:00,2013-09-05 18:32:00,1,0.40707448
2013-09-05 18:34:30,2013-09-05 18:34:30,1,0.38491306
2013-09-05 18:36:00,2013-09-05 18:36:00,1,0.40203002
2013-09-05 18:39:00,2013-09-05 18:39:00,1,0.41538647
2013-09-06 21:45:30,2013-09-06 21:45:30,1,0.24675144
2013-09-07 01:37:00,2013-09-07 01:37:00,1,0.23816876
2013-09-07 09:29:30,2013-09-07 09:29:30,1,0.2321835
2013-09-07 11:10:30,2013-09-07 11:10:30,1,0.21497506
2013-09-07 14:35:30,2013-09-07 14:35:30,1,0.23584457
2013-09-08 00:50:30,2013-09-08 00:50:30,1,0.26531094
2013-09-08 02:36:30,2013-09-08 02:36:30,1,0.24538657
2013-09-08 06:37:00,2013-09-08 06:37:00,1,0.2114184
2013-09-08 18:57:00,2013-09-08 18:57:00,1,0.22147189
2013-09-04 22:58:30,2013-09-04 22:58:30,1,0.25647423
2013-07-28 13:21:30,2013-07-28 13:21:30,1,0.21142934
2013-07-28 17:13:00,2013-07-28 17:13:00,1,0.24320583
2013-07-29 15:18:30,2013-07-29 15:18:30,1,0.27595857
2013-07-30 13:05:00,2013-07-30 13:05:00,1,0.2685255
2013-07-30 15:02:30,2013-07-30 15:02:30,1,0.27386835
2013-07-30 15:45:00,2013-07-30 15:45:00,1,0.21177487
2013-07-31 19:47:00,2013-07-31 19:47:00,1,0.2458641
2013-08-01 04:20:30,2013-08-01 04:20:30,1,0.24262314
2013-08-01 11:46:30,2013-08-01 11:46:30,1,0.29950008
2013-08-02 07:05:30,2013-08-02 07:05:30,1,0.21192943
2013-08-02 11:37:30,2013-08-02 11:37:30,1,0.26721993
2013-08-02 13:13:00,2013-08-02 13:13:00,1,0.25703472
2013-08-03 07:14:00,2013-08-03 07:14:00,1,0.21734902
2013-08-03 12:11:00,2013-08-03 12:11:00,1,0.22899316
2013-08-04 22:04:30,2013-08-04 22:04:30,1,0.21729392
2013-08-30 01:50:30,2013-08-30 01:50:30,1,0.21315964
2013-08-05 13:42:30,2013-08-05 13:42:30,1,0.21337502
2013-08-06 00:46:30,2013-08-06 00:46:30,1,0.25746793
2013-08-07 00:09:00,2013-08-07 00:09:00,1,0.2276089
2013-08-07 04:28:00,2013-08-07 04:28:00,1,0.22811577
2013-08-07 06:14:30,2013-08-07 06:14:30,1,0.2657399
2013-08-07 18:50:30,2013-08-07 18:50:30,1,0.27375957
2013-08-08 13:26:30,2013-08-08 13:26:30,1,0.2283799
2013-08-09 12:25:00,2013-08-09 12:25:00,1,0.26848626
2013-08-09 19:30:30,2013-08-09 19:30:30,1,0.21146731
2013-08-09 19:37:00,2013-08-09 19:37:00,1,0.23261592
2013-08-09 20:50:30,2013-08-09 20:50:30,1,0.23538582
2013-08-09 22:28:30,2013-08-09 22:28:30,1,0.2575543
2013-08-10 20:37:00,2013-08-10 20:37:00,1,0.24039565
2013-08-11 13:29:00,2013-08-11 13:29:00,1,0.24201225
2013-08-30 01:24:30,2013-08-30 01:24:30,1,0.26242518
2013-08-05 08:28:00,2013-08-05 08:28:00,1,0.24815376
2013-10-03 04:38:30,2013-10-03 04:38:30,1,0.21631818
2013-10-03 21:10:30,2013-10-03 21:10:30,1,0.22249794
2013-10-03 21:31:00,2013-10-03 21:31:00,1,0.21658403
2013-10-03 23:41:00,2013-10-03 23:41:00,1,0.23219013
2013-10-05 02:33:00,2013-10-05 02:33:00,1,0.2310001
2013-10-06 02:43:00,2013-10-06 02:43:00,1,0.24659725
2013-10-06 22:03:30,2013-10-06 22:03:30,1,0.2725303
2013-10-07 13:56:00,2013-10-07 13:56:00,1,0.2187124
2013-10-07 23:08:00,2013-10-07 23:08:00,1,0.24714139
2013-10-09 09:10:30,2013-10-09 09:10:30,1,0.27315336
2013-10-09 10:54:30,2013-10-09 10:54:30,1,0.2749718
2013-10-09 12:03:30,2013-10-09 12:03:30,1,0.2447314
2013-10-10 03:47:00,2013-10-10 03:47:00,1,0.22971281
2013-10-10 09:56:30,2013-10-10 09:56:30,1,0.23275071
2013-10-13 08:30:30,2013-10-13 08:30:30,1,0.27821866
2013-09-09 00:21:00,2013-09-09 00:21:00,1,0.21583065
2013-10-15 19:47:00,2013-10-15 19:47:00,1,0.23618202
2013-10-16 18:54:30,2013-10-16 18:54:30,1,0.27067098
2013-10-16 23:09:00,2013-10-16 23:09:00,1,0.21492334
2013-10-17 00:01:00,2013-10-17 00:01:00,1,0.2209009
2013-10-17 03:47:30,2013-10-17 03:47:30,1,0.21343729
2013-10-17 21:05:30,2013-10-17 21:05:30,1,0.2173535
2013-10-18 02:38:30,2013-10-18 02:38:30,1,0.21735227
2013-10-18 07:25:00,2013-10-18 07:25:00,1,0.22500944
2013-10-18 22:06:30,2013-10-18 22:06:30,1,0.26069427
2013-10-19 11:40:00,2013-10-19 11:40:00,1,0.2506818
2013-10-19 16:10:30,2013-10-19 16:10:30,1,0.28714284
2013-10-19 21:13:30,2013-10-19 21:13:30,1,0.27017477
2013-10-20 05:02:30,2013-10-20 05:02:30,1,0.21741626
2013-10-20 23:24:00,2013-10-20 23:24:00,1,0.24614173
2013-10-23 02:54:30,2013-10-23 02:54:30,1,0.21528398
2013-10-14 08:28:00,2013-10-14 08:28:00,1,0.23324256
2013-09-09 04:17:30,2013-09-09 04:17:30,1,0.23960069
2013-09-09 15:08:00,2013-09-09 15:08:00,1,0.2567092
2013-09-10 00:27:30,2013-09-10 00:27:30,1,0.21988985
2013-09-10 15:08:30,2013-09-10 15:08:30,1,0.24101444
2013-09-10 22:30:30,2013-09-10 22:30:30,1,0.21242975
2013-09-11 01:55:30,2013-09-11 01:55:30,1,0.22078678
2013-09-11 06:01:00,2013-09-11 06:01:00,1,0.21187782
2013-09-11 17:16:30,2013-09-11 17:16:30,1,0.23597354
2013-09-19 04:22:30,2013-09-19 04:22:30,1,0.22305323
2013-09-19 20:14:30,2013-09-19 20:14:30,1,0.22100925
2013-09-19 22:10:00,2013-09-19 22:10:00,1,0.24669828
2013-09-20 06:46:30,2013-09-20 06:46:30,1,0.21377541
2013-09-22 07:18:30,2013-09-22 07:18:30,1,0.22391342
2013-09-23 17:16:00,2013-09-23 17:16:00,1,0.2506242
2013-09-24 07:48:30,2013-09-24 07:48:30,1,0.2502457
2013-10-03 03:47:30,2013-10-03 03:47:30,1,0.22197257
2013-09-26 12:04:30,2013-09-26 12:04:30,1,0.2199747
2013-09-26 23:42:30,2013-09-26 23:42:30,1,0.217278
2013-09-27 13:42:30,2013-09-27 13:42:30,1,0.22497727
2013-09-28 00:36:00,2013-09-28 00:36:00,1,0.23745118
2013-09-28 03:23:00,2013-09-28 03:23:00,1,0.21670663
2013-09-28 20:50:30,2013-09-28 20:50:30,1,0.21215619
2013-09-29 00:54:30,2013-09-29 00:54:30,1,0.23609975
2013-09-30 08:33:00,2013-09-30 08:33:00,1,0.29821125
2013-09-30 23:48:30,2013-09-30 23:48:30,1,0.22683962
2013-10-01 02:51:30,2013-10-01 02:51:30,1,0.24115786
2013-10-01 11:08:00,2013-10-01 11:08:00,1,0.25434563
2013-10-01 21:10:30,2013-10-01 21:10:30,1,0.23890899
2013-10-02 00:28:00,2013-10-02 00:28:00,1,0.21818498
2013-10-02 01:18:30,2013-10-02 01:18:30,1,0.26801756
2013-10-02 09:48:00,2013-10-02 09:48:00,1,0.23096788
2013-09-26 08:57:30,2013-09-26 08:57:30,1,0.26713863
2013-05-18 18:17:00,2013-05-18 18:17:00,1,0.23727039
2013-05-18 18:27:30,2013-05-18 18:27:30,1,0.26138
2013-05-18 19:45:00,2013-05-18 19:45:00,1,0.21780917
2013-05-20 00:43:30,2013-05-20 00:43:30,1,0.22328295
2013-05-20 18:34:00,2013-05-20 18:34:00,1,0.23664798
2013-05-21 03:13:30,2013-05-21 03:13:30,1,0.22092408
2013-05-21 18:46:30,2013-05-21 18:46:30,1,0.23087758
2013-05-23 10:06:30,2013-05-23 10:06:30,1,0.21953443
2013-05-23 12:06:30,2013-05-23 12:06:30,1,0.2346315
2013-05-23 12:10:30,2013-05-23 12:10:30,1,0.21608147
2013-05-23 12:41:00,2013-05-23 12:41:00,1,0.275332
2013-05-23 15:55:30,2013-05-23 15:55:30,1,0.26514214
2013-05-24 04:12:30,2013-05-24 04:12:30,1,0.25330183
2013-05-24 11:37:30,2013-05-24 11:37:30,1,0.21410398
2013-05-25 14:11:30,2013-05-25 14:11:30,1,0.28706932
2013-07-28 02:26:00,2013-07-28 02:26:00,1,0.2337071
2013-05-26 10:17:30,2013-05-26 10:17:30,1,0.21455999
2013-05-27 12:20:30,2013-05-27 12:20:30,1,0.21203503
2013-05-28 02:25:00,2013-05-28 02:25:00,1,0.25952014
2013-05-28 12:19:30,2013-05-28 12:19:30,1,0.22127837
2013-05-28 15:11:00,2013-05-28 15:11:00,1,0.21289341
2013-05-29 10:23:00,2013-05-29 10:23:00,1,0.21210997
2013-05-29 21:15:00,2013-05-29 21:15:00,1,0.24443652
2013-05-30 06:05:00,2013-05-30 06:05:00,1,0.22863784
2013-05-30 08:33:00,2013-05-30 08:33:00,1,0.22431411
2013-05-30 21:45:30,2013-05-30 21:45:30,1,0.21268198
2013-05-31 05:23:30,2013-05-31 05:23:30,1,0.21322757
2013-05-31 09:09:00,2013-05-31 09:09:00,1,0.2217102
2013-05-31 11:10:30,2013-05-31 11:10:30,1,0.2797396
2013-05-31 14:29:00,2013-05-31 14:29:00,1,0.25830144
2013-06-01 03:09:00,2013-06-01 03:09:00,1,0.23557901
2013-05-26 09:47:30,2013-05-26 09:47:30,1,0.22126266
2013-05-07 12:20:00,2013-05-07 12:20:00,1,0.21380912
2013-05-07 13:05:00,2013-05-07 13:05:00,1,0.22105551
2013-05-07 19:45:00,2013-05-07 19:45:00,1,0.22782013
2013-05-08 22:22:30,2013-05-08 22:22:30,1,0.21753728
2013-05-08 23:47:30,2013-05-08 23:47:30,1,0.23652732
2013-05-09 07:50:30,2013-05-09 07:50:30,1,0.23399375
2013-05-09 10:54:30,2013-05-09 10:54:30,1,0.27989858
2013-05-09 16:33:30,2013-05-09 16:33:30,1,0.24269713
2013-05-09 20:41:30,2013-05-09 20:41:30,1,0.26835254
2013-05-10 17:45:00,2013-05-10 17:45:00,1,0.25900406
2013-05-10 19:34:30,2013-05-10 19:34:30,1,0.22447641
2013-05-11 13:31:00,2013-05-11 13:31:00,1,0.22192778
2013-05-11 17:23:00,2013-05-11 17:23:00,1,0.27339643
2013-05-11 19:13:00,2013-05-11 19:13:00,1,0.26637748
2013-05-12 01:18:30,2013-05-12 01:18:30,1,0.25519258
2013-05-17 14:06:30,2013-05-17 14:06:30,1,0.24427103
2013-05-12 11:13:00,2013-05-12 11:13:00,1,0.25438434
2013-05-12 13:50:30,2013-05-12 13:50:30,1,0.2432514
2013-05-12 17:53:00,2013-05-12 17:53:00,1,0.23697206
2013-05-14 07:37:00,2013-05-14 07:37:00,1,0.21684837
2013-05-15 02:49:30,2013-05-15 02:49:30,1,0.21556413
2013-05-15 14:51:00,2013-05-15 14:51:00,1,0.22062764
2013-05-15 15:34:30,2013-05-15 15:34:30,1,0.26640907
2013-05-16 03:14:00,2013-05-16 03:14:00,1,0.28174868
2013-05-16 03:16:00,2013-05-16 03:16:00,1,0.23079035
2013-05-16 04:26:00,2013-05-16 04:26:00,1,0.21674053
2013-05-16 12:59:00,2013-05-16 12:59:00,1,0.23117502
2013-05-16 15:07:00,2013-05-16 15:07:00,1,0.2237866
2013-05-17 01:22:00,2013-05-17 01:22:00,1,0.25169358
2013-05-17 05:23:30,2013-05-17 05:23:30,1,0.21811214
2013-05-17 13:53:00,2013-05-17 13:53:00,1,0.2126281
2013-05-12 05:37:00,2013-05-12 05:37:00,1,0.2939065
2013-06-15 05:18:30,2013-06-15 05:18:30,1,0.24284884
2013-06-15 07:26:30,2013-06-15 07:26:30,1,0.25553262
2013-06-15 08:01:00,2013-06-15 08:01:00,1,0.2118027
2013-06-15 21:23:30,2013-06-15 21:23:30,1,0.21669115
2013-06-15 22:33:00,2013-06-15 22:33:00,1,0.23733883
2013-06-16 17:26:30,2013-06-16 17:26:30,1,0.23208666
2013-06-18 16:54:30,2013-06-18 16:54:30,1,0.26360175
2013-06-18 19:31:00,2013-06-18 19:31:00,1,0.2177388
2013-06-19 11:07:00,2013-06-19 11:07:00,1,0.21817662
2013-06-21 02:17:00,2013-06-21 02:17:00,1,0.2905414
2013-06-22 04:33:00,2013-06-22 04:33:00,1,0.22907104
2013-06-22 07:26:30,2013-06-22 07:26:30,1,0.3218155
2013-06-24 06:58:30,2013-06-24 06:58:30,1,0.23175237
2013-06-25 00:51:00,2013-06-25 00:51:00,1,0.23845015
2013-06-25 05:15:30,2013-06-25 05:15:30,1,0.22014548
2013-06-01 06:43:30,2013-06-01 06:43:30,1,0.25472936
2013-06-26 19:16:30,2013-06-26 19:16:30,1,0.2623663
2013-06-27 12:49:00,2013-06-27 12:49:00,1,0.27346033
2013-06-28 09:41:00,2013-06-28 09:41:00,1,0.22000499
2013-06-28 13:56:30,2013-06-28 13:56:30,1,0.21579614
2013-06-28 23:32:30,2013-06-28 23:32:30,1,0.21837312
2013-06-29 14:57:00,2013-06-29 14:57:00,1,0.22949931
2013-06-30 00:35:00,2013-06-30 00:35:00,1,0.24400486
2013-06-30 04:30:30,2013-06-30 04:30:30,1,0.23601188
2013-06-30 09:08:30,2013-06-30 09:08:30,1,0.23167393
2013-07-25 04:22:30,2013-07-25 04:22:30,1,0.22453818
2013-07-25 10:41:30,2013-07-25 10:41:30,1,0.3152438
2013-07-26 10:41:00,2013-07-26 10:41:00,1,0.22702456
2013-07-26 15:15:00,2013-07-26 15:15:00,1,0.2633251
2013-07-26 15:18:30,2013-07-26 15:18:30,1,0.21361889
2013-07-27 12:36:30,2013-07-27 12:36:30,1,0.25564775
2013-06-25 05:18:30,2013-06-25 05:18:30,1,0.25296932
2013-06-01 14:43:30,2013-06-01 14:43:30,1,0.23275463
2013-06-01 23:02:30,2013-06-01 23:02:30,1,0.23281153
2013-06-02 21:25:00,2013-06-02 21:25:00,1,0.21398357
2013-06-03 00:43:00,2013-06-03 00:43:00,1,0.22894754
2013-06-03 20:59:30,2013-06-03 20:59:30,1,0.25400424
2013-06-04 06:45:00,2013-06-04 06:45:00,1,0.222263
2013-06-06 01:37:00,2013-06-06 01:37:00,1,0.28234434
2013-06-06 08:01:30,2013-06-06 08:01:30,1,0.25156656
2013-06-06 17:14:30,2013-06-06 17:14:30,1,0.22138824
2013-06-08 00:34:00,2013-06-08 00:34:00,1,0.21233556
2013-06-08 08:10:30,2013-06-08 08:10:30,1,0.24732299
2013-06-09 03:50:30,2013-06-09 03:50:30,1,0.22349332
2013-06-09 08:54:30,2013-06-09 08:54:30,1,0.22466692
